MaritalStatusCode,MaritalStatusText,,,
-,-,,,
CL,Common Law Married,,,
DV,Divorced,,,
EG,Engaged,,,
MA,Married,,,
SN,Single,,,
SR,Separated,,,
U,Unknown,,,
WD,Widowed,,,
PT,Partnership,,,
P,Partnership,,,
